SOURCE	TARGET	Type	Language	Word	Source_Gloss	Target_Gloss	Direction
to search, to look for	to try, to attempt	Polysemy	Hupa	wûn-	pursue or seek something	attempt something by persistent effort	→
to search, to look for	to try, to attempt	Polysemy	Indonesian	mencari	look for	try for	→
to search, to look for	to try, to attempt	Polysemy	Sumerian	kin, kin-kin	look for	aim at, attempt something	→
to search, to look for	to try, to attempt	Polysemy	Tamil	tēṭu	seek, search for	inquire after, try (as to do a thing)	→
to search, to look for	to try, to attempt	Polysemy	Ancient Greek	ζητέω	to seek, search after, look for	to strive for, desire, wish	—
to search, to look for	to try, to attempt	Polysemy	Italian	cercare	to look for	to try	
to search, to look for	to try, to attempt	Polysemy	Modern Greek	γυρεύω	to look for, to seek	to try, to make efforts	—
to search, to look for	to try, to attempt	Polysemy	Vietnamese	tìm	look for	try	→
to search, to look for	to try, to attempt	Polysemy	Khmer	rɔ:k	look for	try	→
to search, to look for	to try, to attempt	Borrowing			seek	taste, try	→
to search, to look for	to try, to attempt	Polysemy	Korean	kwu hata	looks for, seeks	tries	→
to search, to look for	to try, to attempt	Polysemy	Geez	ḫaśaśa	seek, look for	study, pursue diligently, desire, wish	→
to search, to look for	to try, to attempt	Polysemy	Estonian	ot&#39;sima	look for	try	→
to search, to look for	to try, to attempt	Polysemy	Norwegian	søke	to search, to look for	to try, to attempt	→
to search, to look for	to try, to attempt	Polysemy	Danish	søge	to search, to look for	to try, to attempt	→
to search, to look for	to try, to attempt	Polysemy	Swedish	söka	to search, to look for	to try, to attempt	→
to search, to look for	to try, to attempt	Polysemy	French	chercher	to search, to look for	to try, to attempt	→
to search, to look for	to try, to attempt	Polysemy	Udmurt	утчаны	to search, to look for	to try, to attempt	→
to search, to look for	to ask, beg	Polysemy	Geez	ḫaśśaśa	seek, look for	demand, entreat	→
to search, to look for	to ask, beg	Derivation	Modern Hebrew		look for	request	→
to search, to look for	to ask, beg	Polysemy	Maya	kaxan-nah	look for	request	→
to search, to look for	to ask, beg	Polysemy	Hungarian	keres	look for something, seek something	demand (something or someone)	→
to search, to look for	to ask, beg	Polysemy	Korean	kwu hata	looks for, seeks	ask (for), wants, needs, tries	→
to search, to look for	to ask, beg	Polysemy	Manchu	baimbi	seek, look for	ask for, request	→
to search, to look for	to ask, beg	Semantic evolution	Japanese	motomeru	look for	demand, request	→
to search, to look for	to ask, beg	Polysemy	Tuvan	диле-	to look for	to ask	
to search, to look for	to ask, beg	Polysemy	Macedonian	bara	to look for	to ask, to demand	
to search, to look for	to ask, beg	Polysemy	Estonian	ot&#39;sima	look for	request	→
to search, to look for	to ask, beg	Polysemy	Japanese	motomeru	look for	demand, request	→
to search, to look for	to ask, beg	Polysemy	Nahuatl		seek something	ask someone for something	→
to search, to look for	to ask, beg	Polysemy	Egyptian	wḥ3	look for, seek, require	demand	→
to search, to look for	to ask, beg	Polysemy	Yakut	көрдөө-	to look for, to seek	to ask, to demand	—
to search, to look for	to ask, beg	Polysemy	Modern Greek	γυρεύω	to look for, to seek	to ask, to demand	—
to search, to look for	to ask, beg	Polysemy	Tigre	ramḳa	&#39;to seek&#39;	&#39;to ask, to entreat earnestly&#39;	—
to search, to look for	to ask, beg	Borrowing			seek	reclaim (a debt)	→
to search, to look for	to ask, beg	Polysemy	Khmer	rɔ:k	to look for	to aske, to make a request	—
to search, to look for	to ask, beg	Polysemy	Turkish	ara-	look for, investigate	demand, ask for	→
to search, to look for	to ask, beg	Polysemy	Finnish	pyytä-	look for	request	→
to search, to look for	to ask, beg	Polysemy	Mongolian (Khalkha)	ere-	look for	ask for	→
to search, to look for	to want	Polysemy	Tigrinya	däläyä	to want, to wish, to desire	to look for, seek, search (for), ferret out	←
to search, to look for	to want	Derivation	Amharic	fällägä	to seek, seek after, to lookk for, search for	to want or desire s.th.	—
to search, to look for	to want	Cognates			seek	to want, desire	
to search, to look for	to want	Polysemy	English	seek	to seek [НБАРС 183]	to strive for smth [НБАРС 183]	
to search, to look for	to want	Polysemy	Akkadian	buʔû	to look for, to search for	to wish, ask, intend	—
to search, to look for	to want	Polysemy	Oromo	barbaaduu	look for	want	—
to search, to look for	to want	Polysemy	Tigre	ḥazā	to seek	to wish, to like	—
to search, to look for	to want	Polysemy	Chaha	šä-m	look for, search, seek	desire, want	—
to search, to look for	to choose	Polysemy	Karaim	изле-	to look for, to seek, to watch for	to choose	
to search, to look for	to investigate	Derivation	Indonesian		seek, look for	investigate	→
to search, to look for	to investigate	Polysemy	Japanese	tansaku	search	investigation	—
to search, to look for	to investigate	Polysemy	Hungarian	kutat	try to find, look for	be engaged in research	—
to search, to look for	to investigate	Polysemy	Telugu	vedaku	search, look for	explore, examine	—
to search, to look for	to investigate	Polysemy	Turkish	aramak	seek, look for	examine, investigate	—
to search, to look for	to investigate	Polysemy	Tagalog	saliksík	search	study, investigation	—
to search, to look for	to investigate	Derivation	Maya		look for	investigate	→
to search, to look for	to investigate	Polysemy	Egyptian	ḏcr	seek out	investigate	—
to search, to look for	to investigate	Derivation	Estonian		look for	investigate	→
to search, to look for	to investigate	Polysemy	Zulu	cinga	look for, search for	examine, inquire into, make research	—
to search, to look for	to investigate	Polysemy	Geez	ḥatata	search, explore, look for	examine, ask, investigate	—
to search, to look for	to investigate	Derivation	Russian		to search, to look for	investigation	→
to search, to look for	to investigate	Polysemy	Nahuatl	itztani	someone who searches	someone who examines	—
to search, to look for	to investigate	Polysemy	Manchu	baimbi	look for	investigate	—
to search, to look for	to investigate	Polysemy	Khmer	rihrɔ:k	look for	investigate	—
to search, to look for	to recall, recollect	Polysemy	Jarawara	siba na	to search for	to remember	—
to search, to look for	to gain, to earn	Polysemy	Hungarian	keres	to search, to look for	to gain, to earn	—
to speak	to read	Polysemy	Mongolian (Khalkha)	unši-	to call loudly	to read	
to speak	to read	Cognates			to call someone, to call, shout	to read (a book), to recite; to speak, to relate	—
to speak	to read	Polysemy	Geez	ʔanbaba	utter a sound, proclaim, chant	read, recite	—
to speak	to practice witchcraft	Derivation	Belarusan		to whisper	quack (male and female)	→
to speak	to practice witchcraft	Cognates			to chat, babble (dialect)	to conjure	
to speak	to practice witchcraft	Cognates			to speak, to narrate	I am conjuring	
to speak	to practice witchcraft	Derivation	Russian		to speak, to talk	to bewitch	
to speak	to practice witchcraft	Derivation	Ukrainian		to speak, to pronounce	quack	→
to speak	to show (tr.)	Cognates			to speak (HALAT 63-64)	to show (LGz. 25)	
to speak	to show (tr.)	Cognates			to speak	to show	
to speak	to show (tr.)	Cognates			to speak	to show	
to speak	rumour	Derivation	Russian		to say	rumours	
to speak	rumour	Polysemy	English	talk	to speak	rumour	
to speak	to give orders	Polysemy		ἔπω	to speak	to order	→
to speak	to give orders	Derivation	Icelandic		to say, to tell, to infrom	to order, to prescribe	→
to speak	to give orders	Polysemy	Fula	haala	to speak	to order	→
to speak	to give orders	Polysemy	Ancient Greek	αὐδάω	to speak	to order	
to speak	to give orders	Polysemy	Ancient Greek	εἴρω	to speak	to order	
to speak	to give orders	Polysemy	Armenian	asel	to speak	to order, to assign	
to speak	to give orders	Derivation	Russian		to say	to order	
to speak	to give orders	Polysemy	Ancient Greek	λέγω	to speak	to order, to prescribe	
to speak	to give orders	Polysemy	Moksha	марьгомс	to say	to order	
to speak	to give orders	Polysemy	Ancient Hebrew	ʔāmar	to speak	to order	
to speak	to swear, curse, abuse one another	Polysemy	Lezgian	raχun	to speak, to narrate	to swear, to curse	
to speak	because of	Polysemy	Lezgian		to speak	because of (=saying)	
to speak	to foresee	Derivation	Icelandic		to say, to tell, to infrom	to predict	
to speak	to foresee	Derivation	English		to speak	to foresee	
to speak	to foresee	Polysemy	Russian		to say	to predict	
to speak	to foresee	Derivation	Latin		to speak	foretell, advise, give notice	→
to speak	to have opinion	Polysemy	Ancient Greek	φημί	to speak	to think, to believe	→
to speak	to have opinion	Polysemy	Ancient Greek	φάσκω	to speak	to think	→
to speak	to have opinion	Polysemy	Yakut	диэ-	to speak, to say	to think, to believe	→
to speak	to have opinion	Polysemy	Swahili	dhukuru	to mention, to name, to articulate	to think, to believe	—
to speak	to tell a person&#39;s fortune	Cognates			to chat, to say, to interpret	to tell fortune	—
to speak	to promise	Polysemy	Ancient Greek	φάσκω	to speak	to promise	→
to read	to learn, study	Polysemy	Thai	ān	to read, to declaim	to study, to grasp	→
to read	to learn, study	Polysemy	Tabassaran	urχub	to read	to study	
to read	to learn, study	Polysemy	Wakhi	ǰoy-	to read	to study	→
to read	to learn, study	Polysemy	Adyghe	jeǯen	to read	to study	—
to read	to learn, study	Polysemy	Lezgian	k’elun	to read	to study	
to read	to learn, study	Polysemy	Azeri	oxu-	to read	to study	
to read	to learn, study	Polysemy	Farsi	xån-, xånd-	to read	to study	—
to read	to learn, study	Polysemy	Classical Arabic	darasa	to read (a book)	to study, to attend lessons by such and such professor	←
to read	to learn, study	Polysemy	Swahili	soma	to read	to study	
to read	to sing	Polysemy	Farsi	xån-, xånd-	to read	to sing	—
to tell	to name	Polysemy	Chaha	barä	say, tell	call, name	→
to take	to get, obtain	Polysemy	Bezhta	jokčal	to take	to get, obtain	
to take	to get, obtain	Polysemy	Bashkir	al-	who: NOM; what: ACC; from whom: ABL	who: NOM; what: ACC; from whom: ABL	
to take	to get, obtain	Polysemy	Karakalpak		who: NOM; what: ACC; from whom: ABL	who: NOM; what: ACC; from whom: ABL	
to take	to get, obtain	Polysemy	Kyrghyz		who: NOM; what: ACC; from whom: ABL	who: NOM; what: ACC; from whom: ABL	
to take	to get, obtain	Polysemy	Korean		to take	to get, obtain	
to take	to get, obtain	Polysemy	Kabardian		to take	to get, obtain	
to take	to get, obtain	Polysemy	Kurdish		to take	to get, obtain	
to take	to get, obtain	Polysemy	Avar		to take	to get, obtain	
to take	to get, obtain	Polysemy	Lezgian		to take	to get, obtain	
to take	to get, obtain	Polysemy	Tatar		to take	to get, obtain	
to take	to marry	Polysemy	Yakut	ыл-	to take	to marry	→
to take	to marry	Polysemy	Sanskrit	pratigrabh	to grasp, to take	to marry	—
to take	to marry	Polysemy	Sanskrit	har	to take	to marry	—
to take	to marry	Polysemy	Akkadian	aḫāzu	to take, to seize	to marry	→
to take	to marry	Polysemy	Oromo	fuudhuu	to take	to marry	→
to take	to carry	Cognates			to take, to get	to carry	
to take	to buy	Polysemy	Yakut	ыл-	to take	to buy	→
to take	to buy	Polysemy	Russian	vzjat&#39;	to take	to buy	→
to take	to buy	Semantic evolution			to catch, to seize	to buy	→
to take	to buy	Polysemy	Aghul	ʁujanas // ʁušanas	to take	to buy	—
to take	to buy	Polysemy	Mongolian (Khalkha)	ava-	to take, to get	to buy	→
to take	to buy	Polysemy	Koryak	инэкмитык	to put one&#39;s hands on smth	to buy	—
to take	to buy	Polysemy	Evenki	га-	to take, to get	to buy	
to take	to buy	Polysemy	Udi	aqːsun // haqːsun	to take, to get	to buy	
to take	to buy	Polysemy	Lezgian	qːačun	to take	to buy	→
to take	to buy	Polysemy	French	prendre	to take	to buy	→
to take	to buy	Polysemy	Hungarian	best	to take	to buy	→
to take	bribe	Derivation	Gagauz		to take	bribe	
to take	bribe	Derivation	Russian		to take	bribe (n.)	→
to take	to bring to order	Derivation	Russian		to take, to get	to decorate	
to take	to bring to order	Polysemy	Yakut	хомуй-	to take away, to gather	to clean, to arrange	—
to take	to ferment, yeast	Polysemy	Yakut	ыл-	to take	to leaven, to ferment	
to take	to drink	Polysemy	Portuguese	tomar	to take, to get, to captivate	to drink	—
to get, obtain	can, to be able	Polysemy	Vietnamese	được	to acquire, to get, to obtain, to receive	to can, to be able (&#34;in combination with the verb stems, denotes the ability or suitability of an object to the intended action&#34;)	—
to get, obtain	can, to be able	Polysemy	Karakalpak	ал- (al-)	to take; to get, to obtain	to be able	—
to get, obtain	can, to be able	Polysemy	Kyrghyz	ал- (al-)	to take, to get, to obtain, to buy, to purchase	to be able	—
to get, obtain	to manage to do smth	Derivation	Russian		to receive, to get, to be given	to be a success	—
to get, obtain	to manage to do smth	Polysemy	Kabardian	къыIэрыхьэн (qǝʔerǝhen)	to take, to get	to come out, to succeed	—
to get, obtain	to contain	Polysemy	English	receive	to get, obtain	to contain	—
to get, obtain	to contain	Polysemy	Italian	ricevere	to get, obtain	to contain	—
to get, obtain	to contain	Polysemy	Spanish	recibir	to get	to hold, to accept	→
to get, obtain	to contain	Polysemy	French	recevoir	to get, obtain	to contain	→
to get, obtain	to receive visitors	Polysemy	English	receive	to get, obtain	to receive visitors	
to get, obtain	to receive visitors	Polysemy	Spanish	recibir	to take, to get	to receive (guests, visitors)	→
to get, obtain	to receive visitors	Polysemy	Italian	ricevere	to get, obtain	to receive visitors	
to get, obtain	to receive visitors	Polysemy	French	recevoir	to get, obtain	to receive visitors	—
to get, obtain	to receive visitors	Polysemy	Russian	prinimat&#39;	to accept	to receive	
to get, obtain	to become infected	Polysemy	Polish	dostac	to get, obtain	to become infected	—
to get, obtain	to become infected	Polysemy	Danish	faa	to get, obtain	to become infected	—
to get, obtain	to become infected	Polysemy	Czech	dostat	to get, obtain	to become infected	—
to get, obtain	to become infected	Polysemy	Spanish	coger	to take, to catch, to hold, to get	to become infected	→
to get, obtain	to become infected	Polysemy	Italian	prendere	to take, to hold, to get	to become infected	→
to get, obtain	to become infected	Polysemy	Norwegian	få	to get, obtain	to become infected	→
